sub_id,session,run,red_idx,green_idx,value
MET000,2,1,7,4,1.2747475987030683
MET000,2,1,7,5,1.6273420214009529
MET000,2,1,7,6,1.5489836579780245
MET000,2,1,7,7,1.6872081471939235
MET000,2,1,7,8,1.5415158773877125
MET000,2,1,7,9,1.6441987984813995
MET000,2,1,8,0,1.8131231104337504
MET000,2,1,8,1,1.6495464808134566
MET000,2,1,8,2,2.0166966471133487
MET000,2,1,8,3,1.5341141830167926
MET000,2,1,8,4,1.7023032690323727
MET000,2,1,8,5,1.3694532677323934
MET000,2,1,8,6,1.6615099773922433
MET000,2,1,8,7,1.4198823473045443
MET000,2,1,8,8,1.6035818571223326
MET000,2,1,8,9,1.6955546310135159
MET000,2,1,9,0,1.698244272390619
MET000,2,1,9,1,1.7398641267451782
MET000,2,1,9,2,1.7650359509003748
MET000,2,1,9,3,1.8882409821288639
MET000,2,1,9,4,1.5442321693275094
MET000,2,1,9,5,1.8241667382509199
MET000,2,1,9,6,1.5125594602434931
MET000,2,1,9,7,1.6382498294629904
MET000,2,1,9,8,1.6237170404212569
MET000,2,1,9,9,1.4677251719717399
MET000,2,2,0,0,1.2470226357064975
MET000,2,2,0,1,1.8513023176148589
MET000,2,2,0,2,1.6090934535453276
MET000,2,2,0,3,1.5980319715804696
MET000,2,2,0,4,1.5055694902880654
MET000,2,2,0,5,1.5814467336767892
MET000,2,2,0,6,1.5515726123533775
MET000,2,2,0,7,1.6000971189982769
MET000,2,2,0,8,1.5886360622823741
MET000,2,2,0,9,1.433843748033035
MET000,2,2,1,0,1.401279834798647
MET000,2,2,1,1,1.5035605152605949
MET000,2,2,1,2,1.6483148198779782
MET000,2,2,1,3,1.589339616158699
MET000,2,2,1,4,1.7716453933131175
MET000,2,2,1,5,1.7183481953628763
MET000,2,2,1,6,1.5704170316798529
MET000,2,2,1,7,1.593779721598076
MET000,2,2,1,8,1.642844384348835
MET000,2,2,1,9,1.6960279214469456
MET000,2,2,2,0,1.8538407816718103
MET000,2,2,2,1,1.5939097486625919
MET000,2,2,2,2,1.3368186330160556
MET000,2,2,2,3,1.2391564173961811
MET000,2,2,2,4,1.3965005176773748
MET000,2,2,2,5,1.5020119263607108
MET000,2,2,2,6,1.5128322105419012
MET000,2,2,2,7,1.380298566724331
MET000,2,2,2,8,1.687881291508406
MET000,2,2,2,9,1.5756411885874595
MET000,2,2,3,0,1.6014584318285721
MET000,2,2,3,1,1.7671055500187385
MET000,2,2,3,2,1.2738836900543229
MET000,2,2,3,3,1.2158612791121786
MET000,2,2,3,4,1.1813255802454139
