sub_id,session,group,subgroup,red,green,depth,red_idx,green_idx,fitted_red,fitted_green,fitted_depth,fitted_amp,fitted_sigma_red,fitted_sigma_green,fitted_r_squared,fitted_at_bound,fitted_valid,ramp_intercept,ramp_slope_red,ramp_slope_green,ramp_r_squared,rotated_red,rotated_green,rotated_depth,rotated_amp,rotated_sigma_major,rotated_sigma_minor,rotated_orientation_deg,rotated_r_squared,rotated_at_bound,rotated_valid
MET027,1,CTR,NA,1777.7777777777778,666.6666666666666,0.5307245386506587,5,3,2048.957622418098,839.7098463486954,0.7222233730778794,0.41763157608718904,539.3033411810687,315.214314463517,0.46929286820568084,False,True,1.255473306471498,-9.362704673267772e-05,7.201735411721277e-06,0.25250521860717856,2373.835218354842,1024.5548668516583,0.6043543484286893,0.5636341824867843,1050.8794665743696,226.1605754279614,28.30399760759975,0.7333749929179777,False,True
MET027,2,CTR,NA,1777.7777777777778,666.6666666666666,0.27056591926609375,5,3,1686.9990403035677,707.3190082667425,0.37573601218780983,0.5276517454739608,517.0406318365925,364.7100118441235,0.5633749946901364,False,True,0.9637545945955774,-0.00010532686279202936,3.217356129829805e-05,0.2648424622177584,1848.5823562395187,792.136038902947,0.22795829604591877,0.6561952405527539,794.7198588468513,191.8825538361049,30.632144053431176,0.687953397698823,False,True
MET028,1,CVD,protan,2844.4444444444443,666.6666666666666,0.07558147243075353,8,3,1810.8661684926365,866.0902872179406,0.28706755247839244,0.6077142693432693,3199.9999999999995,327.2961957357649,0.7400717831232269,True,False,0.6536233793879824,-1.897958447827121e-05,6.074193488745693e-05,0.03330356948661395,1892.3880874250558,865.3727788684495,0.2944049731065522,0.6015185429787558,3773.592452822641,329.7760002039779,2.325084151138372e-32,0.7413311073196356,True,False
MET029,1,CVD,deutan,2844.4444444444443,444.44444444444446,-0.05576400884269643,8,2,3199.9999999999995,7.306492743465529e-16,0.3080061885210732,2.497911995787638,2030.3684148416762,1447.5156867859082,0.8419652192985757,True,False,0.5521241922257689,-0.00010342080027465326,-0.00010135083353339847,0.3148645082599595,3199.999999999993,6.863711164762829e-14,0.3080058536646044,2.497908226588196,2030.3750645089879,1447.5092611235088,5.820200021447163e-25,0.84196521949148,True,False
MET030,1,PD,NA,2133.3333333333335,888.8888888888889,0.1534216160870073,6,4,2010.3791004294787,824.8256610643807,0.1720058841478087,0.5799530384548615,637.9970579045416,268.52584205051147,0.6180929985486799,False,True,0.9444146496494721,-7.705149810769974e-05,-0.00016127612897529463,0.3212123979430366,2010.3791382175584,824.8256437479913,0.17200585780851863,0.5799530601120994,637.9970793317555,268.52580258221394,1.9460045989351428e-36,0.6180929985501239,False,True
MET030,2,PD,NA,2133.3333333333335,888.8888888888889,0.07991421381536407,6,4,2089.451573648344,796.2826854059457,0.16996751758328027,0.4713805704807012,611.8525014779315,308.68157300746617,0.7121152728751683,False,True,0.9124596572800522,-9.04382724018564e-05,-0.00021834147295671867,0.5197196924912437,2089.451648824509,796.2826729588114,0.16996736941378338,0.4713806703082764,611.8522401595258,308.6814526720798,6.906318558947088e-37,0.7121152728869594,False,True
MET031,1,CVD,protan,2488.8888888888887,888.8888888888889,-0.07841263078729555,7,4,3199.9999999999995,396.1175408098359,0.3473538538587473,2.0462534368673477,3199.9999999999995,1106.449655092129,0.6736568499519535,True,False,0.5560704932364872,-3.657016229539576e-05,-0.00012121822971193272,0.14921323246602392,3199.9999999999923,359.44224878656087,0.37545824776055525,2.210212254016114,3394.082313998043,1151.1564750786013,1.7324788748170303e-29,0.6738459826048143,True,False
MET032,1,CVD,deutan,711.1111111111111,1555.5555555555557,-0.029819780421396404,2,7,440.44410294670314,1784.7505094320597,0.11826628549716367,0.7046181505772108,2463.4911821937985,1999.9999999999816,0.28790869116153606,True,False,0.14669535999610767,1.3134041033085363e-05,-2.1926764641625048e-05,0.05722324521904121,297.81915136621615,1862.366230411669,0.14186471946233148,0.8701286255682514,2800.932616712979,2367.9254459639105,7.743944535669715e-10,0.28914734609483717,False,True
MET033,1,CVD,deutan,1777.7777777777778,888.8888888888889,0.01950380936796378,5,4,2578.460463966859,226.35363607914368,0.12377348684229905,0.6515282711909599,512.4751756607171,571.3015408800654,0.3459587224820636,False,True,0.5717093447187418,-3.009489876943268e-05,-5.180015479014889e-05,0.04703991720631051,2936.8928570529383,1.3028031471432012e-06,0.08443528611208917,0.575775495345958,3063.4805079533285,219.75151044284542,141.78558909065916,0.6734714774334603,True,False
MET034,1,CVD,deutan,711.1111111111111,2000.0,-0.0603577471336839,2,9,72.7607101880461,1999.9999999999975,0.32254302802079593,2.4552454313836334,2042.843995398455,1456.632423607405,0.8122413644009162,True,False,0.59109658855494,-8.547021820167481e-05,-0.0001718108668645706,0.35770446940995426,1510.7435753643965,1060.2474694923892,0.031090570165790088,0.5924167912814838,2724.2690526829106,646.9144378982992,145.36584782077253,0.9166806741001204,False,True
MET035,1,CVD,protan,2844.4444444444443,666.6666666666666,0.07747368577755964,8,3,3199.9999999999995,546.6709858761516,0.3741826650582021,2.230682722304548,3074.264001782447,919.7589007334285,0.7589511933023854,True,False,0.832367455395472,-5.4759726859256955e-05,-0.00015600327441677548,0.13625419949718343,3199.9999999999995,546.6133043187987,0.37421061153312607,2.230803539255436,3074.5631038834954,919.7619725651169,3.091309878478788e-37,0.7589511937020876,True,False
MET036,1,CVD,protan,3200.0,666.6666666666666,-0.002496100163720442,9,3,3199.9999999999995,595.8602659455729,0.21514778921444577,1.5134415164660409,2917.408859989656,876.2433966030063,0.7522580746092874,True,False,0.5218232806585228,-2.1218480072576208e-05,-0.00011688355172384825,0.11613491763260086,3199.9999999999995,595.8473647045474,0.21515193881643335,1.5134577887154017,2917.463574476116,876.2440941172218,5.902355100125507e-37,0.752258074529514,True,False
MET037,1,PD,NA,2133.3333333333335,888.8888888888889,0.3224357717470457,6,4,2084.1400154595335,909.9352721455775,0.3372991404921457,1.0163146212344105,612.4704083791574,343.81641696874476,0.8193359290651471,False,True,1.8565532400251477,-0.00031539357487234354,-5.683154390816939e-05,0.5472092565491702,2085.5016802213345,887.9508004079668,0.38054858191824303,1.0592600414977964,947.9900973317882,329.30652417469906,24.641272520482158,0.9045593732701132,False,True
